ID	eggNOG OGs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs	kofam_KO	merged_KO	dbCAN.mod	dbCAN.enzclass
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03775	COG3682	-	-	-	Penicillinase_R	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19920	COG0732	K01154	-	-	Methylase_S	-	K01154	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03955	2EVXE	-	-	-	DUF2971	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03960	COG0610	K01153	-	-	DEAD,DUF3387,HSDR_N,ResIII	-	K01153	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19925	COG1451	K07043	-	-	DUF45,DUF955,Peptidase_M78,SprT-like,WLM	-	K07043	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03975	COG1813	-	-	-	HTH_19,HTH_26	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19930	COG1404,COG3675,COG4733,COG5492	-	-	-	CHB_HEX_C_1,LRR_5,Lipase_3,SLH	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03990	COG0477	-	-	-	LacY_symp,MFS_1,MFS_1_like,MFS_2,MFS_3,MFS_4,Sugar_tr,TRI12	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS03995	COG1846	-	-	-	HTH_27,MarR,MarR_2,TFIIE_alpha	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04000	COG0458	K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	ATP-grasp,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,CPSase_L_D3,DAP_epimerase,Dala_Dala_lig_C,GARS_A,MGS,PhzC-PhzF	-	K01955	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04005	COG0505	K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	CPSase_sm_chain,GATase,Peptidase_C26	-	K01956	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04010	COG1408	K07098	-	-	Metallophos,Metallophos_2	-	K07098	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04015	COG2323	-	-	-	DUF421	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04020	2C9N9	-	-	-	DUF4363	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04025	COG4948	K01683,K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	MR_MLE_C,MR_MLE_N	-	K01683,K01684	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04030	COG4948	K01683,K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	MR_MLE_C,MR_MLE_N	-	K01683,K01684	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04035	COG0531	-	-	-	AA_permease,AA_permease_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04040	COG4948	K01683,K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	MR_MLE_C,MR_MLE_N	-	K01683,K01684	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04045	COG4948	K01683,K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	MR_MLE_C,MR_MLE_N	-	K01683,K01684	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04050	COG4948	K01683,K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	MR_MLE_C,MR_MLE_N	-	K01683,K01684	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04065	COG3505	-	-	-	AAA_10,T4SS-DNA_transf,TraG-D_C,TrwB_AAD_bind	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04070	COG0629	-	-	-	SSB	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04085	COG0305	K17680	-	-	AAA_25,ATPase,DnaB_C,KaiC,Toprim_2,Toprim_3,Toprim_4,zf-CHC2	-	K17680	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04095	COG1327	K07738	-	-	ATP-cone	-	K07738	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04105	COG1100	K19144	-	-	Cas_csx3,DUF4926,MMR_HSR1,Zeta_toxin	-	K19144	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04120	COG0497	-	-	-	Tubulin,Tubulin_2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04125	COG2304	-	-	-	VWA,VWA_2,VWA_3,VWA_CoxE	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04130	COG5279	-	-	-	DUF553,LRR_5,Transglut_core	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19945	COG5444	-	-	-	Endonuclea_NS_2,Endonuclease_NS,LXG	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04140	COG3505	-	-	-	AAA_10,DUF87,T4SS-DNA_transf,TraG-D_C,TrwB_AAD_bind	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04160	COG0697	-	-	-	EamA,SLC35F	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04165	28IAA	-	-	-	ALGX,DHHW	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04170	COG1696	K19294	-	-	MBOAT	-	K19294	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04175	COG3087	K01286,K06186,K07258	ko00550,ko01100,map00550,map01100	-	Amidase_2,Beta-lactamase2,CD225,CW_7,Collagen_bind,Cpl-7,DUF1533,DUF3108,DUF4190,DUF4358,DUF928,GA-like,Gram_pos_anchor,NYN,Peptidase_S11,Peptidase_S13,RDD,SPOR,SmpA_OmlA,TM2	-	K01286,K06186,K07258	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04180	COG0572	K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	AAA_17,AAA_18,AAA_22,ABC_tran,CPT,CoaE,Cytidylate_kin,PRK,T2SSE,Zeta_toxin,dNK	-	K00876	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04185	COG0667	-	-	-	Aldo_ket_red	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04190	COG0700	K06374	-	-	Gate	-	K06374	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04195	COG2715	K06373	-	-	Gate	-	K06373	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04205	COG0313	K07056	-	-	TP_methylase	-	K07056	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04210	COG4123	K15460	-	-	CMAS,Cons_hypoth95,DOT1,Eco57I,FtsJ,GCD14,GidB,MTS,MetW,Met_10,MethyltransfD12,Methyltransf_10,Methyltransf_11,Methyltransf_12,Methyltransf_15,Methyltransf_16,Methyltransf_18,Methyltransf_23,Methyltransf_25,Methyltransf_26,Methyltransf_31,Methyltransf_4,N6_Mtase,PCMT,PrmA,RrnaAD,TehB,TrmK,UPF0020,Ubie_methyltran	-	K15460	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04215	COG4845	K19271	-	-	CAT	-	K19271	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04230	COG0602	K04068	-	-	Fer4_12,Fer4_14,Radical_SAM	-	K04068	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04235	COG1328	K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	ATP-cone,DUF3029,Gly_radical,Intein_splicing,LAGLIDADG_3,NRDD	-	K21636	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04240	COG0366,COG0737,COG5386	K17624	-	-	CW_binding_1,CarbopepD_reg_2,CarboxypepD_reg,Cna_B,F5_F8_type_C,FIVAR,GA-like,Glyco_hyd_101C,Glyco_hydro_101,PEGA,SLH,SdrD_B	-	K17624	CBM32	GH101
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04245	COG5426	K15533	-	-	LBP_C,LBP_M,Lact_bio_phlase	-	K15533	-	GH112
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04255	COG0395	K10202	ko02010,map02010	M00205	BPD_transp_1	-	K10202	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04260	COG1175	K10201	ko02010,map02010	M00205	BPD_transp_1	-	K10201	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04265	COG1653	K10200	ko02010,map02010	M00205	SBP_bac_1,SBP_bac_6,SBP_bac_8,TAT_signal	-	K10200	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04270	COG0662,COG2207	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04275	COG2207	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04280	COG1087	K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	3Beta_HSD,Epimerase,GDP_Man_Dehyd,KR,NAD_binding_10,NAD_binding_4,NmrA,Polysacc_synt_2,RmlD_sub_bind,adh_short	-	K01784	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04285	COG1208	-	-	-	NTP_transf_3,NTP_transferase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04290	COG2334	-	-	-	APH,Choline_kinase,EcKinase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19950	COG2207,COG4936	-	-	-	AraC_binding,Cupin_2,DUF772,HTH_18,HTH_AraC,PocR,Response_reg,dCache_1	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04300	COG0750	K06399	-	-	PDZ,PDZ_2,Peptidase_S55,Tricorn_PDZ	-	K06399	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04305	COG1476	-	-	-	HTH_19,HTH_26,HTH_3,HTH_31,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,TPR_1,TPR_11,TPR_2,TPR_7,TPR_8,Ubie_methyltran	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04310	COG1859	K07559	-	-	PTS_2-RNA	-	K07559	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04315	COG0745	K07699	ko02020,ko02024,map02020,map02024	M00485	Response_reg,Spo0A_C	-	K07699	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04320	COG4974	K04763	-	-	Phage_int_SAM_1,Phage_int_SAM_4,Phage_int_SAM_5,Phage_integrase	-	K04763	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS20445	COG3091	-	-	-	SprT-like	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04330	COG5279	-	-	-	Big_2,Ig_3,SLH,SprB	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04350	COG1961	-	-	-	Resolvase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19955	COG1309	-	-	-	TetR_C_2,TetR_N	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04360	COG1053,COG3976	K00244	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020	M00009,M00011,M00150,M00173	DAO,FAD_binding_2,FAD_binding_3,FAD_oxidored,FMN_bind,GIDA,HI0933_like,NAD_binding_8,Pyr_redox_2,Thi4	-	K00244	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04365	COG2017	K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	Aldose_epim	-	K01785	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04370	COG2188	K03486	-	-	GntR,HTH_11,HTH_36,HTH_41,HTH_DeoR,Rrf2,UTRA	-	K03486	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04375	COG1263,COG1264,COG2190	K02818,K02819	ko00500,ko02060,map00500,map02060	M00270	PTS_EIIA_1,PTS_EIIB,PTS_EIIC	-	K02818,K02819	-	GH13_29
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04380	COG0366	K01176,K01226	ko00500,ko01100,ko04973,map00500,map01100,map04973	-	Alpha-amylase,Malt_amylase_C,hDGE_amylase	-	K01176,K01226	-	GH13,GH13_29
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04390	COG1592	-	-	-	Ferritin,Rubredoxin,Rubrerythrin	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04395	COG2033	K05919	-	-	Desulfoferrod_N,Desulfoferrodox	-	K05919	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04400	28VGB	-	-	-	-	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04405	COG2208	K06382	-	-	SpoIIE	-	K06382	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04410	COG5561	-	-	-	CGGC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04415	COG1120	K02013	ko02010,map02010	M00240	AAA_15,AAA_21,AAA_23,AAA_29,ABC_tran,Arch_ATPase,DUF87,Mg_chelatase,SMC_N	-	K02013	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04420	COG0609	K02015	ko02010,map02010	M00240	ABC-3,FecCD	-	K02015	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04425	COG0614	K02016	ko02010,map02010	M00240	Peripla_BP_2	-	K02016	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04430	COG0001	K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	Aminotran_1_2,Aminotran_3,NAD_binding_7,Sirohm_synth_M	-	K01845	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04435	COG0113	K01698	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	ALAD	-	K01698	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04440	COG0007,COG1587	K02302,K02303,K13542	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	CysG_dimeriser,HEM4,NAD_binding_7,Pentapeptide,Porphobil_deam,Porphobil_deamC,TP_methylase	-	K02302,K02303,K13542	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04445	COG0181	K01749	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	NAD_binding_7,Porphobil_deam,Porphobil_deamC,Shikimate_DH	-	K01749	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04455	COG0373	K02492	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	2-Hacid_dh_C,AdoHcyase_NAD,GlutR_N,GlutR_dimer,NAD_binding_2,NAD_binding_7,Pyr_redox,Shikimate_DH,THF_DHG_CYH_C	-	K02492	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04460	COG2243	K03394	ko00860,ko01100,map00860,map01100	-	CbiK,TP_methylase	-	K03394	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04465	COG1122	K02006	ko02010,map02010	M00245,M00246	AAA_21,ABC_tran,CbiC,CbiD,CbiK,KdpD,SMC_N	-	K02006	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04470	COG0619	K02008	ko02010,map02010	M00245,M00246	CbiQ	-	K02008	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04475	COG1930	K02009	ko02010,map02010	M00245,M00246	CbiN	-	K02009	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04480	COG0310	K02007	ko02010,map02010	M00245,M00246	CbiM,CbiN,DUF3816,ECF_trnsprt	-	K02007	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04485	COG4822	K02190	ko00860,ko01100,map00860,map01100	-	CbiK,CbiX,Porphobil_deam,TP_methylase	-	K02190	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04490	COG2082	K06042	ko00860,ko01100,map00860,map01100	-	CbiC,CbiX,CobU	-	K06042	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04495	COG1492	K02232	ko00860,ko01100,map00860,map01100	M00122	AAA_26,ABC_tran,CbiA,CobA_CobO_BtuR,GATase,GATase_3,SNO	-	K02232	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04500	COG0079	K04720	ko00860,map00860	-	Alliinase_C,Aminotran_1_2,Aminotran_5,CbiC,Cys_Met_Meta_PP,TP_methylase	-	K04720	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04505	COG1270	K02227	ko00860,ko01100,map00860,map01100	M00122	CobD_Cbib,His_Phos_1	-	K02227	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04510	COG0406	K02226	ko00860,ko01100,map00860,map01100	M00122	His_Phos_1	-	K02226	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04515	COG2087	-	-	-	CobU	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04520	COG0368	K02233	ko00860,ko01100,map00860,map01100	M00122	CobS	-	K02233	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04525	COG2087	K02231	ko00860,ko01100,map00860,map01100	M00122	AAA_17,AAA_24,Arch_ATPase,CobU,DUF503	-	K02231	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04530	COG2038	K00768	ko00860,ko01100,map00860,map01100	M00122	DBI_PRT	-	K00768	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04535	COG1797	K02224	ko00860,ko01100,ko01120,map00860,map01100,map01120	-	AAA_26,CbiA,Cons_hypoth95,DBI_PRT,DUF1611,GATase_3,Methyltransf_18,TP_methylase,zf-like	-	K02224	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04540	COG2241,COG2242	K00595,K02191	ko00860,ko01100,map00860,map01100	-	CMAS,CbiJ,Cons_hypoth95,DOT1,DREV,DUF938,FAM92,Fibrillarin,GCD14,GidB,ICAM_N,MTS,Met_10,Methyltr_RsmB-F,Methyltransf_11,Methyltransf_12,Methyltransf_15,Methyltransf_16,Methyltransf_18,Methyltransf_24,Methyltransf_25,Methyltransf_3,Methyltransf_31,Methyltransf_4,Methyltransf_5,NodS,Nol1_Nop2_Fmu,PCMT,PRMT5,PrmA,RrnaAD,Spermine_synth,TP_methylase,TehB,TrmK,Ubie_methyltran	-	K00595,K02191	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04545	COG2099	K02304,K05895	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	CbiJ,NAD_binding_7,Spermine_synth,TP_methylase	-	K02304,K05895	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04550	COG1010	K05934,K21479	ko00860,ko01100,map00860,map01100	-	CbiJ,NIR_SIR,TP_methylase	-	K05934,K21479	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04555	COG2073	K02189	ko00860,ko01100,map00860,map01100	-	CbiG_C,CbiG_N,CbiG_mid,CobU	-	K02189	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04560	COG2875	K05936	ko00860,ko01100,map00860,map01100	-	CbiG_C,CbiG_N,CbiK,CbiX,TP_methylase	-	K05936	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04565	COG1903	K02188	ko00860,ko01100,map00860,map01100	-	AAA_21,ABC_tran,CbiC,CbiD,TP_methylase	-	K02188	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04570	COG0274	K01619	ko00030,map00030	-	DHO_dh,DeoC,NanE	-	K01619	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04575	COG1925	K02784,K11189	ko02060,map02060	-	PTS-HPr	-	K02784,K11189	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04580	COG1387	K04486	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	PHP	-	K04486	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS19960	COG0737	K01186	ko00511,ko00600,ko04142,map00511,map00600,map04142	-	CarbopepD_reg_2,CarboxypepD_reg,DUF1343,DUF1573,DUF4114,DUF4309,FIVAR,Flg_new,Glyco_hyd_101C,Glyco_hydro_101,PEGA,SLH,SdrD_B,UnbV_ASPIC,VCBS	-	K01186	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04600	COG5492	-	-	-	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N,Big_2,Big_3,CAP,Cohesin,DUF1593,DUF4430,DUF4959,Dockerin_1,F5_F8_type_C,FIVAR,Flg_new,Glyco_hydro_16,Glyco_hydro_43,Glyco_hydro_53,Gram_pos_anchor,Inhibitor_I9,Lyase_8,Lyase_8_N,PA,PT-HINT,Peptidase_S8,RHS_repeat,SH3_3,SLH,fn3	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04605	COG0662,COG2207	-	-	-	ARD,AraC_binding,Cupin_1,Cupin_2,HTH_18,HTH_AraC	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04610	COG0514	K03654	ko03018,map03018	-	AAA_19,AAA_30,DEAD,DUF1998,DUF2726,DUF559,HRDC,HTH_40,Helicase_C,Helicase_Sgs1,Pribosyltran,RQC,RecQ_Zn_bind,ResIII,UvrD-helicase,UvrD_C,UvrD_C_2,Viral_helicase1,zf-C4_Topoisom	-	K03654	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000007.1|BACCAP_RS04620	COG1943	K07491	-	-	Y1_Tnp	-	K07491	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03145	COG1733	-	-	-	HTH_12,HTH_5,HxlR,PadR	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03150	COG2910	K07118	-	-	Epimerase,NAD_binding_10,NmrA	-	K07118	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03155	COG5015	-	-	-	Putative_PNPOx,Pyrid_ox_like,Pyridox_ox_2,Pyridox_oxidase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03160	COG3601	-	-	-	5TM-5TMR_LYT,CbiM,DUF3816,ECF-ribofla_trS,ECF_trnsprt,Thia_YuaJ	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03165	COG1145,COG5015	-	-	-	Fer4,Fer4_10,Fer4_17,Fer4_18,Fer4_2,Fer4_21,Fer4_3,Fer4_4,Fer4_6,Fer4_7,Fer4_9,Putative_PNPOx,Pyridox_oxidase	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03170	COG2110	-	-	-	Macro,SH3_3,SH3_4	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03175	COG0846	-	-	-	SIR2	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS20405	COG0716,COG4925	-	-	-	Flavodoxin_4,Flavodoxin_5,TAT_signal	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS19885	COG1979	K19955	-	-	Fe-ADH,Fe-ADH_2	-	K19955	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03215	COG0583	-	-	-	Aldo_ket_red,HTH_1,LysR_substrate	-	-	-	-
GCF_000169255.2_ASM16925v2_genomic|NZ_AAXG02000006.1|BACCAP_RS03220	COG1733	-	-	-	HxlR,PadR	-	-	-	-
